Name,Date,Venue,Time,Notes
Java,1986-04-25,MCI Stage,3:50 PM,
File,1986-05-03,WNOE Stage,4:40 PM,
A-Train,1986-04-26,MCI Stage,12:40 PM,
War,1986-04-26,The Fess Stage,5:15 PM,
Mamou,1986-04-25,WNOE Stage,12:40 PM,
Joan Baez,1986-04-26,MCI Stage,3:30 PM,
Exuma,1986-04-27,Koindu Stage,2:10 PM,
Will Soto,1986-05-03,MCI Stage,5:00 PM,
Lady BJ,1986-05-04,Koindu Stage,2:00 PM,
Dr. John,1986-05-04,The Fess Stage,4:10 PM,
New South,1986-05-04,WNOE Stage,6:00 PM,
Olympia SAPC,1986-04-27,Parade,2:00 PM,
B.B. King,1986-04-27,The Fess Stage,6:00 PM,
Odetta,1986-05-03,Economy Hall,2:00 PM,
Tanya P.,1986-05-03,Koindu Stage,12:35 PM,
Luzianne,1986-05-04,WNOE Stage,3:30 PM,
Cousin Joe,1986-04-25,Economy Hall,3:45 PM,
Bandido,1986-04-25,Koindu Stage,3:30 PM,
The Petries,1986-04-25,WNOE Stage,5:00 PM,
UNO Jazz Band,1986-04-27,MCI Stage,11:45 AM,
The Radiators,1986-04-27,MCI Stage,4:15 PM,
Ladies Zulu SAPC,1986-04-27,Parade,2:00 PM,
Mars,1986-04-27,Taco Bell Jazz Tent,1:00 PM,
Lenny Zenith,1986-05-03,MCI Stage,11:45 AM,
Scooter Lee,1986-05-03,WNOE Stage,6:00 PM,
SUBR Jazz Band,1986-05-04,MCI Stage,11:15 AM,
Rita Coolidge,1986-05-04,MCI Stage,3:15 PM,
Pete Fountain,1986-05-04,MCI Stage,4:35 PM,
Fun Lovers SAPC,1986-05-04,Parade,3:00 PM,
BeauSoleil,1986-05-04,WNOE Stage,4:40 PM,
Banda Fiebre,1986-05-04,WWL-TV 4 Stage,5:15 PM,
All Star Brass Band,1986-04-25,Parade,3:00 PM,
Jass Cats,1986-04-26,Lagniappe Tent,4:20 PM,
"Percussion, Inc.",1986-04-26,WWL-TV 4 Stage,2:45 PM,
Caliente,1986-04-27,Koindu Stage,11:30 AM,
Allegra,1986-04-27,Lagniappe Tent,2:00 PM,
Allen Toussaint,1986-04-27,MCI Stage,5:45 PM,
Jean Knight,1986-04-27,The Fess Stage,4:45 PM,
Boogie Bill Webb,1986-04-27,WWL-TV 4 Stage,1:20 PM,
Rockin' Sidney,1986-05-03,MCI Stage,4:00 PM,
Tornado Brass Band,1986-05-03,Parade,2:30 PM,
Treme Sports SAPC,1986-05-03,Parade,2:30 PM,
Koko Taylor,1986-05-03,The Fess Stage,2:20 PM,
Willie Tee,1986-05-04,Koindu Stage,12:40 PM,
Marcia Ball Band,1986-05-04,MCI Stage,12:20 PM,
Olympia Brass Band,1986-05-04,Parade,3:00 PM,
Snooks Eaglin  ,1986-05-04,WNOE Stage,12:45 PM,
Total Control,1986-04-25,Koindu Stage,2:00 PM,
George Slim Heard,1986-04-25,WNOE Stage,2:00 PM,
Doc Paulin Brass Band,1986-04-26,Parade,2:00 PM,
New Grass Revival,1986-04-26,WNOE Stage,5:00 PM,
John Rankin,1986-04-27,Lagniappe Tent,5:45 PM,
J. Monque'D Blues Band,1986-04-27,MCI Stage,1:15 PM,
Johnny Copeland,1986-04-27,WNOE Stage,2:00 PM,
Little Joe Blue,1986-05-03,Koindu Stage,2:45 PM,
Scene Boosters SAPC,1986-05-04,Parade,3:00 PM,
Bad Oyster Band,1986-04-25,Lagniappe Tent,2:45 PM,
