Name,Date,Venue,Time,Notes
The Low Anthem,2011-04-30,Gentilly Stage,2:05 PM,
Zachary Richard,2011-05-01,Acura Stage,12:25 PM,
John Mellencamp,2011-05-01,Acura Stage,5:00 PM,
Glen David Andrews,2011-05-01,Blues Tent,3:55 PM,
Los Po-Boy-Citos,2011-05-01,Lagniappe Stage,6:00 PM,
Astral Project,2011-05-01,WWOZ Jazz Tent,2:00 PM,
Lucinda Williams,2011-05-05,Acura Stage,1:40 PM,
Eagle and Hawk,2011-05-05,Gentilly Stage,12:50 PM,
Cyndi Lauper,2011-05-05,Gentilly Stage,5:25 PM,
John Rankin,2011-05-05,Lagniappe Stage,2:55 PM,
Christian Scott,2011-05-05,WWOZ Jazz Tent,2:40 PM,
We Landed on the Moon!,2011-05-06,Acura Stage,11:20 AM,
Edie Brickell,2011-05-06,Gentilly Stage,1:00 PM,
Jamey Johnson,2011-05-06,Gentilly Stage,3:50 PM,
Willie Nelson,2011-05-06,Gentilly Stage,5:45 PM,
Blodie's Jazz Jam,2011-05-06,WWOZ Jazz Tent,4:00 PM,
Allen Toussaint,2011-05-07,Acura Stage,3:35 PM,
Minister Jai Reed,2011-05-07,Gospel Tent,3:35 PM,
Bill Kirchen,2011-05-07,Lagniappe Stage,1:45 PM,
Jeff and Vida,2011-05-07,Lagniappe Stage,5:45 PM,
Sharon Martin,2011-05-07,WWOZ Jazz Tent,12:15 PM,
Papa Grows Funk,2011-05-08,Gentilly Stage,1:50 PM,
Glen David Andrews,2011-05-08,Gospel Tent,5:55 PM,
Julio y Cesar,2011-05-08,Lagniappe Stage,12:40 PM,
Bobby Lounge,2011-05-08,Lagniappe Stage,6:00 PM,
SUBR Jazzy Jags,2011-05-08,WWOZ Jazz Tent,11:15 AM,
Ellis Marsalis,2011-05-08,WWOZ Jazz Tent,2:35 PM,
Henry Gray and the Cats,2011-04-29,Blues Tent,12:15 PM,
Mumford and Sons,2011-04-29,Gentilly Stage,3:25 PM,
Voices of Peter Claver,2011-04-29,Gospel Tent,1:40 PM,
Vodou Drumming ,2011-04-29,Haiti Pavilion ,12:00 PM,
Vodou Drumming,2011-04-29,Haiti Pavilion ,3:00 PM,
Vodou Drumming,2011-04-29,Haiti Pavilion ,4:00 PM,
Happy Talk Band,2011-04-29,Lagniappe Stage,1:50 PM,
Anat Cohen Quartet,2011-04-29,WWOZ Jazz Tent,4:00 PM,
Gospel Soul Children,2011-04-30,Gospel Tent,1:05 PM,
The Rance Allen Group,2011-04-30,Gospel Tent,4:55 PM,
Vodou Drumming,2011-04-30,Haiti Pavilion ,12:00 PM,
Vodou Drumming,2011-04-30,Haiti Pavilion ,4:00 PM,
Vodou Drumming,2011-04-30,Haiti Pavilion ,5:00 PM,
Sensation Band,2011-04-30,Lagniappe Stage,5:45 PM,
Jeremy Davenport,2011-04-30,WWOZ Jazz Tent,2:50 PM,
Fredy Omar con su Banda,2011-05-01,Acura Stage,11:10 AM,
Berry Winn and One A-Chord,2011-05-01,Gospel Tent,1:35 PM,
Vodou Drumming,2011-05-01,Haiti Pavilion ,2:00 PM,
Vodou Drumming,2011-05-01,Haiti Pavilion ,3:00 PM,
Vodou Drumming,2011-05-01,Haiti Pavilion ,4:00 PM,
Red Baraat,2011-05-01,Jazz and Heritage Stage,5:55 PM,
Kristin Diable,2011-05-01,Lagniappe Stage,4:35 PM,
Terence Blanchard,2011-05-01,WWOZ Jazz Tent,3:35 PM,
Charlie Musselwhite,2011-05-05,Blues Tent,2:45 PM,
Vodou Drumming,2011-05-05,Haiti Pavilion ,3:05 PM,
Vodou Drumming,2011-05-05,Haiti Pavilion ,4:00 PM,
Spencer Bohren,2011-05-05,Lagniappe Stage,5:55 PM,
Sasha Masakowski,2011-05-05,WWOZ Jazz Tent,12:20 PM,
Vodou Drumming,2011-05-06,Haiti Pavilion ,3:30 PM,
Vodou Drumming,2011-05-06,Haiti Pavilion ,4:30 PM,
Ingrid Lucia,2011-05-06,Lagniappe Stage,12:25 PM,
Yvette Landry  ,2011-05-06,Lagniappe Stage,1:40 PM,
Alex McMurray,2011-05-06,Lagniappe Stage,4:20 PM,
R. Scully's Rough 7,2011-05-07,Gentilly Stage,11:20 AM,
AsheSon,2011-05-07,Jazz and Heritage Stage,12:30 PM,
The Neville Brothers,2011-05-08,Acura Stage,5:40 PM,
Zulu Male Ensemble,2011-05-08,Gospel Tent,11:15 AM,
Jonte Landrum Thomas,2011-05-08,Gospel Tent,3:00 PM,
Fisk Jubilee Singers,2011-05-08,Gospel Tent,4:00 PM,
Playing for Change,2011-05-08,Gentilly Stage,12:30 PM,
John Mooney's Bluesiana,2011-04-29,Blues Tent,2:30 PM,
The Avett Brothers,2011-04-29,Gentilly Stage,5:30 PM,
The Johnson Extension,2011-04-30,Gospel Tent,2:50 PM,
Panorma Jazz Band,2011-04-30,Lagniappe Stage,2:50 PM,
Haiti Rara Parade with DJA-Rara,2011-04-30,Parade,2:55 PM,
The Dirty Dozen Brass Band,2011-05-01,Acura Stage,1:40 PM,
Voices of Distinction,2011-05-01,Gospel Tent,12:00 PM,
St. Joseph the Worker Choir,2011-05-01,Gospel Tent,4:30 PM,
Charmaine Neville Band,2011-05-05,Blues Tent,1:30 PM,
BRW,2011-05-05,Congo Square My Louisiana Stage,11:25 AM,
Soul Rebels Brass Band,2011-05-06,Acura Stage,12:35 PM,
Buckwheat Zydeco,2011-05-06,Gentilly Stage,2:25 PM,
Stanton Moore Trio,2011-05-06,Lagniappe Stage,2:55 PM,
Ernie Vincent's Top Notes,2011-05-07,Blues Tent,12:35 PM,
101 Runners,2011-05-07,Jazz and Heritage Stage,4:30 PM,
Smithfield Fair,2011-05-07,Lagniappe Stage,11:25 AM,
Dee-1,2011-05-08,Congo Square My Louisiana Stage,12:25 PM,
William Willoughby,2011-05-08,Gospel Tent,11:55 AM,
TBC Brass Band,2011-05-08,Jazz and Heritage Stage,2:55 PM,
Generationals,2011-05-08,Lagniappe Stage,3:10 PM,
Haitian Rara Parade with RAM,2011-05-08,Parade,2:25 PM,
"Tribute to Clyde Kerr, Jr. ",2011-05-08,WWOZ Jazz Tent,1:25 PM,
Jumpin' Johnny Sansone,2011-04-29,Acura Stage,11:20 AM,
Robert Plant and the Band of Joy,2011-04-29,Acura Stage,5:25 PM,
Los Astros de America,2011-04-29,Lagniappe Stage,11:20 AM,
Wayne Toups and Zydecajun,2011-04-30,Acura Stage,1:40 PM,
Les Getrex and Creole Cookin,2011-04-30,Blues Tent,11:15 AM,
Ti-Coca and Wanga Negès of Haiti,2011-04-30,Blues Tent,12:10 PM,
Pastor Tyrone Jefferson,2011-04-30,Gospel Tent,11:10 AM,
Po' Henry and Tookie,2011-04-30,Lagniappe Stage,12:40 PM,
Hurray for the Riff Raff,2011-04-30,Lagniappe Stage,1:35 PM,
Washboard Chaz Blues Trio,2011-05-01,Blues Tent,11:15 AM,
Mitch Woods and his Rocket 88's,2011-05-01,Blues Tent,2:45 PM,
NOCCA Jazz Ensemble,2011-05-01,Lagniappe Stage,11:25 AM,
Haiti Rara Parade with DJA-Rara,2011-05-01,Parade,12:30 PM,
Donald Lewis,2011-05-05,Chouest Family Kids' Tent,2:45 PM,
Locos por Juana,2011-05-05,Jazz and Heritage Stage,4:25 PM,
Ovi-G and the Froggies,2011-05-05,Lagniappe Stage,11:20 AM,
Flatbed Honeymoon,2011-05-05,Lagniappe Stage,1:35 PM,
Andy J. Forest and NOtown Band,2011-05-06,Blues Tent,11:15 AM,
Djakout #1 of Haiti,2011-05-06,Jazz and Heritage Stage,5:40 PM,
James Rivers Movement,2011-05-06,WWOZ Jazz Tent,12:25 PM,
The Revealers,2011-05-07,Jazz and Heritage Stage,1:50 PM,
Julliard Jazz Ensemble,2011-05-07,WWOZ Jazz Tent,11:10 AM,
Khris Royal and Dark Matter,2011-05-07,WWOZ Jazz Tent,2:30 PM,
Bamboula 2000,2011-05-08,Jazz and Heritage Stage,1:45 PM,
New Orleans Spiritualettes,2011-04-29,Gospel Tent,2:35 PM,
Fantasia,2011-04-30,Congo Square My Louisiana Stage,5:25 PM,
DJA-Rara from Haiti,2011-04-30,Jazz and Heritage Stage,4:20 PM,
Lil' buck Sinegal's Blues Band,2011-05-01,Blues Tent,12:20 PM,
Ayla Miller Band,2011-05-01,Chouest Family Kids' Tent,1:45 PM,
DJA-Rara from Haiti,2011-05-01,Jazz and Heritage Stage,3:05 PM,
The New Orleans Bingo! Show,2011-05-05,Gentilly Stage,2:15 PM,
Amanda Shaw and The Cute Guys,2011-05-05,Gentilly Stage,3:40 PM,
Lyle Henderson and Emmanuel ,2011-05-05,Gospel Tent,2:40 PM,
Stooges Brass Band,2011-05-05,Jazz and Heritage Stage,5:55 PM,
Stefon Harris and Blackout,2011-05-05,WWOZ Jazz Tent,5:40 PM,
Rose Ann St. Romain,2011-05-06,Chouest Family Kids' Tent,3:00 PM,
Forgotten Souls,2011-05-06,Jazz and Heritage Stage,4:10 PM,
Mystikal,2011-05-07,Congo Square My Louisiana Stage,3:40 PM,
MyNameIs JohnMichael,2011-05-07,Gentilly Stage,1:55 PM,
New Birth Brass Band,2011-05-07,Jazz and Heritage Stage,6:00 PM,
Haitian Rara Parade featuring RAM,2011-05-07,Parade,4:10 PM,
Mem Shannon and the Membership,2011-05-08,Blues Tent,11:25 AM,
Robin and the Bluebirds,2011-05-08,Lagniappe Stage,4:35 PM,
"Jon Cleary and Piano, Bass, and Drums",2011-04-29,Acura Stage,1:50 PM,
Wyclef Jean,2011-04-29,Congo Square My Louisiana Stage,5:30 PM,
Ti-Coca and Wanga Negès of Haiti,2011-04-29,Haiti Pavilion ,4:45 PM,
Sunpie and the Louisiana Sunspots,2011-04-30,Blues Tent,3:55 PM,
Erica Falls,2011-04-30,Congo Square My Louisiana Stage,11:20 AM,
Hot 8 Brass Band,2011-04-30,Congo Square My Louisiana Stage,2:00 PM,
Tyronne Foster and the Arc Singers,2011-04-30,Gospel Tent,1:55 PM,
Midnite Disturbers,2011-04-30,Jazz and Heritage Stage,3:00 PM,
Jake Smith,2011-05-01,Congo Square My Louisiana Stage,11:10 AM,
Driskill Mountain Boys,2011-05-01,Lagniappe Stage,12:35 PM,
Johnny Sketch and the Dirty Notes,2011-05-05,Acura Stage,12:20 PM,
Robert Bilbo Walker's Blues Revue,2011-05-05,Blues Tent,11:15 AM,
Little Freddie King's Blues Band,2011-05-05,Blues Tent,12:20 PM,
Lisa Knowles and the Brown Sisters,2011-05-05,Gospel Tent,4:45 PM,
Cheyenne and 7th Ward Creole Hunters,2011-05-05,Parade,1:45 PM,
Mark Braud,2011-05-05,Peoples Health Economy Hall Tent,4:20 PM,
Lupe Fiasco,2011-05-06,Congo Square My Louisiana Stage,5:45 PM,
Golden Voices Community Choir,2011-05-06,Gospel Tent,3:40 PM,
Wanda Rouzan's New Orleans R&B Revue,2011-05-07,Blues Tent,1:45 PM,
DJ Soul Sister,2011-05-07,Congo Square My Louisiana Stage,4:55 PM,
Lauryn Hill,2011-05-07,Congo Square My Louisiana Stage,5:25 PM,
Kirk Joseph's Tuba Tuba,2011-05-07,Jazz and Heritage Stage,3:10 PM,
Ruby Wilson,2011-05-07,Peoples Health Economy Hall Tent,5:50 PM,
The Nicholas Payton SeXXXtet,2011-05-07,WWOZ Jazz Tent,3:45 PM,
Robert Randolph and the Family Band,2011-05-08,Blues Tent,5:20 PM,
Rumba Buena,2011-05-08,Congo Square My Louisiana Stage,11:15 AM,
Michael Franti's Spearhead,2011-05-08,Gentilly Stage,3:20 PM,
Leo Jackson and the Melody Clouds,2011-05-08,Gospel Tent,4:55 PM,
Kat Walker's Jazz Combo,2011-04-29,Chouest Family Kids' Tent,3:00 PM,
Sister Naomi Washington and Group,2011-04-29,Gospel Tent,11:15 AM,
Ti-Coca and Wanga Negès of Haiti,2011-04-29,Lagniappe Stage,12:35 PM,
Shannon McNally and Hot Sauce,2011-04-30,Gentilly Stage,11:20 AM,
Pine Leaf Boys,2011-04-30,Sheraton New Orleans Fais Do-Do Stage,3:00 PM,
Ricky Skaggs,2011-04-30,Sheraton New Orleans Fais Do-Do Stage,4:20 PM,
Alejandro Sanz,2011-05-01,Congo Square My Louisiana Stage,3:20 PM,
The Wiseguys with The Boogie Men,2011-05-01,Gentilly Stage,3:55 PM,
Val and Love Alive Fellowship Choir,2011-05-01,Gospel Tent,3:35 PM,
Free Agents Brass Band,2011-05-01,Jazz and Heritage Stage,11:20 AM,
Pete Fountain,2011-05-01,Peoples Health Economy Hall Tent,4:25 PM,
RAM Drummers of Haiti,2011-05-05,Chouest Family Kids' Tent,5:15 PM,
Djakout #1 of Haiti,2011-05-05,Congo Square My Louisiana Stage,3:35 PM,
Heavenly Melodies Gospel Singers,2011-05-05,Gospel Tent,1:45 PM,
McDonogh #35 High School Gospel Choir,2011-05-05,Gospel Tent,5:55 PM,
Roots of Music Marching Crusaders Band,2011-05-05,Parade,4:00 PM,
The Iguanas,2011-05-05,Sheraton New Orleans Fais Do-Do Stage,6:00 PM,
The Electrifying Crown Seekers,2011-05-06,Gospel Tent,12:05 PM,
Michael Skinkus and Moyuba,2011-05-06,Lagniappe Stage,11:20 AM,
Jamil Sharif,2011-05-06,Peoples Health Economy Hall Tent,12:25 PM,
Tim Laughlin,2011-05-06,Peoples Health Economy Hall Tent,2:50 PM,
Double Dutch Jumpers,2011-05-07,Chouest Family Kids' Tent,1:45 PM,
Tonia Scott and the Anointed Voices,2011-05-07,Gospel Tent,1:50 PM,
Aaron Neville's Gospel Experience,2011-05-07,Gospel Tent,5:50 PM,
Johnette Downing,2011-05-08,Chouest Family Kids' Tent,12:45 PM,
Heritage School of Music Band,2011-05-08,Lagniappe Stage,11:30 AM,
Feufollet,2011-05-08,Sheraton New Orleans Fais Do-Do Stage,1:35 PM,
George Porter Jr.'s Runnin' Pardners,2011-04-29,Acura Stage,12:25 PM,
Donald Harrison,2011-04-29,Congo Square My Louisiana Stage,1:55 PM,
Mt. Zion Pilgrim Baptist Church Choir,2011-04-29,Gospel Tent,12:50 PM,
Ti-Coca and Wanga Negès of Haiti,2011-04-29,Jazz and Heritage Stage,3:10 PM,
New Orleans Night Crawlers,2011-04-29,Jazz and Heritage Stage,6:00 PM,
Alvin Youngblood Hart's Muscle Theory,2011-04-30,Blues Tent,2:30 PM,
Vodou Ceremony with RAM Drummers ,2011-04-30,Haiti Pavilion ,1:00 PM,
University of New Orleans Allstars,2011-04-30,WWOZ Jazz Tent,11:20 AM,
Uptown Music Theatre,2011-05-01,Chouest Family Kids' Tent,11:30 AM,
Donnie Bolden Jr. and the Spirit of Elijah,2011-05-01,Gospel Tent,12:45 PM,
Vodou Ceremony with RAM Drummers ,2011-05-01,Haiti Pavilion ,11:45 AM,
The Last Straws,2011-05-01,Peoples Health Economy Hall Tent,11:15 AM,
Vodou Ceremony with RAM Drummers ,2011-05-05,Haiti Pavilion ,1:00 PM,
Paulin Brothers Brass Band,2011-05-05,Jazz and Heritage Stage,3:00 PM,
VIP Ladies SA&PC with Young Fellaz Brass Band ,2011-05-05,Parade,2:45 PM,
Linnzi Zoarski,2011-05-05,Peoples Health Economy Hall Tent,12:30 PM,
Loyola University Jazz Ensemble,2011-05-05,WWOZ Jazz Tent,11:15 AM,
Kourtney Heart,2011-05-06,Congo Square My Louisiana Stage,12:05 PM,
The Wimberly Family Gospel Singers,2011-05-06,Gospel Tent,11:15 AM,
Kevin Thompson and the Sensational Six,2011-05-06,Gospel Tent,4:30 PM,
Vodou Ceremony with RAM Drummers ,2011-05-06,Haiti Pavilion ,1:00 PM,
Red Hawk Mardi Gras Indians,2011-05-06,Jazz and Heritage Stage,11:30 AM,
Dillard University Jazz Ensemble,2011-05-06,WWOZ Jazz Tent,11:15 AM,
Jimmy Buffett and the Coral Reefer Band,2011-05-07,Acura Stage,5:25 PM,
Hobgoblin Hill Puppets,2011-05-07,Chouest Family Kids' Tent,2:45 PM,
Franklin Avenue Baptist Church Choir,2011-05-07,Gospel Tent,2:40 PM,
Vodou Ceremony with RAM Drummers ,2011-05-07,Haiti Pavilion ,12:00 PM,
Chubby Carrier and the Bayou Swamp Band,2011-05-08,Blues Tent,12:45 PM,
Tabou Combo of Haiti,2011-05-08,Congo Square My Louisiana Stage,1:40 PM,
Rebirth Brass Band,2011-05-08,Congo Square My Louisiana Stage,3:15 PM,
DJ Captain Charles,2011-05-08,Congo Square My Louisiana Stage,4:35 PM,
Tommy Malone and the Mystik Drone,2011-05-08,Gentilly Stage,11:15 AM,
Vodou Ceremony with RAM Drummers ,2011-05-08,Haiti Pavilion ,12:00 PM,
Vodou Ceremony with RAM Drummers ,2011-05-08,Haiti Pavilion ,1:00 PM,
Betsy McGovern and the Poor Clares,2011-05-08,Lagniappe Stage,1:50 PM,
Treme Brass Band,2011-05-08,Peoples Health Economy Hall Tent,12:25 PM,
Dave Lemon and the Flow,2011-04-29,Congo Square My Louisiana Stage,11:20 AM,
Tulane University Jazz Ensemble,2011-04-29,Gentilly Stage,11:20 AM,
Real Untouchables Brass Band,2011-04-29,Jazz and Heritage Stage,12:30 PM,
Meschiya Lake and the Little Big Horns,2011-04-29,Lagniappe Stage,3:15 PM,
Big Nine and Zulu SA&PC with Smitty Dee's Brass Band,2011-04-29,Parade,5:30 PM,
Red Stick Ramblers,2011-04-29,Sheraton New Orleans Fais Do-Do Stage,12:20 PM,
Justin Townes Earle,2011-04-29,Sheraton New Orleans Fais Do-Do Stage,4:25 PM,
Curtis Piere's Samba Kids,2011-04-30,Chouest Family Kids' Tent,12:15 PM,
Emeline Michel's Haiti,2011-04-30,Congo Square My Louisiana Stage,3:35 PM,
DJ Bombshell Boogie,2011-04-30,Congo Square My Louisiana Stage,4:55 PM,
Craig Adams and Higher Dimensions of Praise,2011-04-30,Gospel Tent,3:45 PM,
Xavier University Jazz Ensemble,2011-04-30,Lagniappe Stage,11:30 AM,
Andrew Duhon and The Lonesome Crows,2011-04-30,Lagniappe Stage,4:15 PM,
Anat Cohen Quartet,2011-04-30,Peoples Health Economy Hall Tent,5:45 PM,
"Anders Osborne, John Fohl, and Johnny Sansone",2011-05-01,Blues Tent,1:30 PM,
Young Guardians of the Flame,2011-05-01,Chouest Family Kids' Tent,3:00 PM,
John Legend and the Roots,2011-05-01,Congo Square My Louisiana Stage,5:30 PM,
Tom McDermott and Evan Christopher,2011-05-01,Lagniappe Stage,2:00 PM,
The Decemberists,2011-05-01,Sheraton New Orleans Fais Do-Do Stage,5:25 PM,
Joseph S. Clark Sr. High School Gospel Choir,2011-05-05,Gospel Tent,12:55 PM,
Men of Class SA&PC,2011-05-05,Parade in Peoples Health Economy Hall,3:05 PM,
Dukes of Dixieland,2011-05-05,Peoples Health Economy Hall Tent,11:20 AM,
Michelle Shocked,2011-05-05,Sheraton New Orleans Fais Do-Do Stage,4:35 PM,
Big Sam's Funky Nation,2011-05-06,Congo Square My Louisiana Stage,4:05 PM,
Golden Sioux Mardi Gras Indians,2011-05-06,Jazz and Heritage Stage,1:45 PM,
Joseph Torregano,2011-05-06,Peoples Health Economy Hall Tent,11:15 AM,
The SteelDrivers,2011-05-06,Sheraton New Orleans Fais Do-Do Stage,4:20 PM,
James Andrews and The Crescent City Allstars,2011-05-07,Blues Tent,2:55 PM,
Jonno and Cajun Experience,2011-05-07,Chouest Family Kids' Tent,4:00 PM,
The Jon Batiste Band,2011-05-07,Congo Square My Louisiana Stage,12:30 PM,
Trombone Shorty and Orleans Avenue,2011-05-07,Gentilly Stage,3:25 PM,
The City of Love Music and Worship Arts Choir,2011-05-07,Gospel Tent,11:15 AM,
Archdiocese of New Orleans Gospel Choir,2011-05-07,Gospel Tent,12:55 PM,
Watson Memorial Teaching Ministries,2011-05-07,Gospel Tent,4:30 PM,
Paul Sanchez and the Rolling Road Show,2011-05-07,Lagniappe Stage,4:15 PM,
The Pfister Sisters,2011-05-07,Peoples Health Economy Hall Tent,12:20 PM,
Jesse Winchester,2011-05-07,Sheraton New Orleans Fais Do-Do Stage,2:55 PM,
Jazztories Puppet Theater,2011-05-08,Chouest Family Kids' Tent,2:45 PM,
The Radiators' farewell with Friends,2011-05-08,Gentilly Stage,5:30 PM,
Mount Hermon Baptist Church Mass Choir,2011-05-08,Gospel Tent,12:50 PM,
Arthur Clayton and Purposely Anointed,2011-05-08,Gospel Tent,1:50 PM,
RAM of Haiti presented by Digicel,2011-05-08,Jazz and Heritage Stage,5:45 PM,
Doreen's Jazz New Orleans ,2011-04-29,Peoples Health Economy Hall Tent,2:05 PM,
Tribute to Bishop Ott with Ott Family Singers,2011-04-30,Gospel Tent,11:50 AM,
First Emmanuel Baptist Church Gospel Choir,2011-04-30,Gospel Tent,12:15 PM,
Golden Comache and Seminoles Mard Gras Indians,2011-04-30,Parade,12:15 PM,
Young Tuxedo Brass Band,2011-04-30,Peoples Health Economy Hall Tent,4:25 PM,
Storyville Stompers Brass Band,2011-05-01,Jazz and Heritage Stage,1:45 PM,
Leroy Thomas and the Zydeco Roadrunners,2011-05-01,Lagniappe Stage,3:20 PM,
Honey Island Swamp Band,2011-05-01,Sheraton New Orleans Fais Do-Do Stage,2:10 PM,
Gov't Majik-The Dirty South Afro-Beat Arkestra,2011-05-05,Acura Stage,11:10 AM,
Adams Middle School Players,2011-05-05,Chouest Family Kids' Tent,12:30 PM,
Gal Holiday and the Honky Tonk Truck Review,2011-05-05,Gentilly Stage,11:25 AM,
Gina Brown and Anutha Level,2011-05-06,Congo Square My Louisiana Stage,1:20 PM,
The Original Pinettes Brass Band,2011-05-06,Jazz and Heritage Stage,12:35 PM,
Big Al Carson's Blues Band,2011-05-06,Sheraton New Orleans Fais Do-Do Stage,1:35 PM,
KIDsmART Student Showcase,2011-05-08,Chouest Family Kids' Tent,11:30 AM,
Black Eagles Mardi Gras Indians,2011-05-08,Jazz and Heritage Stage,11:15 AM,
Lost Bayou Ramblers,2011-05-08,Sheraton New Orleans Fais Do-Do Stage,12:25 PM,
Bluerunners Reunion,2011-05-08,Sheraton New Orleans Fais Do-Do Stage,2:50 PM,
Ivan Nevill'e Dumpstaphunk,2011-04-29,Congo Square My Louisiana Stage,3:30 PM,
Black Mohawk and Black Foot Hunters Mardi Gras Indians,2011-04-29,Parade,2:45 PM,
International Parade with the Bahamas Junkanoos,2011-04-29,Parade,3:50 PM,
Thelonious Monk Institute of Jazz Ensemble,2011-04-29,WWOZ Jazz Tent,11:20 AM,
JPPSS Talented in Music Showcase,2011-04-30,Chouest Family Kids' Tent,11:30 AM,
Big Freedia and Sissy Nobby,2011-04-30,Congo Square My Louisiana Stage,12:35 PM,
Black Mohawk and Black Foot Hunters Mardi Gras Indians,2011-04-30,Parade,2:45 PM,
International Parade with the Bahamas Junkanoos,2011-04-30,Parade,3:50 PM,
"Red, White and Blue and Wild Mohicans Mardi Gras Indians",2011-04-30,Parade,4:00 PM,
Lady Jetsetters SA&PC,2011-04-30,Parade in Peoples Health Economy Hall,4:25 PM,
Jeremy Lyons and Delta Silly Music,2011-05-01,Chouest Family Kids' Tent,5:15 PM,
Boukman Eksperyans of Haiti,2011-05-01,Congo Square My Louisiana Stage,1:35 PM,
Reggie Hall and the Twilighters feat. Lady Bee,2011-05-01,Gentilly Stage,11:25 AM,
Jo Cool Davis with guest James Sugarboy Crawford,2011-05-01,Gospel Tent,11:15 AM,
Golden Blade and Ninth Ward Navajo Mardi Gras Indians,2011-05-01,Parade,4:00 PM,
Clearwood Jr. High School Corale,2011-05-05,Chouest Family Kids' Tent,11:30 AM,
Lake Forest Charter Jazz Ensemble,2011-05-05,Chouest Family Kids' Tent,4:00 PM,
Joseph Zigaboo Modeliste,2011-05-05,Congo Square My Louisiana Stage,2:05 PM,
O.Perry Walker Charter High School Gospel Choir,2011-05-05,Gospel Tent,3:35 PM,
