Name,Date,Venue,Time,Notes
One A-Chord,2002-04-28,Rhodes Gospel Tent,1:15 PM,
Blues Traveler,2002-05-02,Acura Stage,5:40 PM,
Spencer Bohren,2002-05-02,Blues Tent,11:20 AM,
Oscar Harpo Davis,2002-05-04,Blues Tent,1:30 PM,
Divine Ladies SA&PC,2002-05-04,Parade,2:00 PM,
Po' Henry,2002-05-05,Lagniappe Stage,11:25 AM,
Tornado Brass Band,2002-05-05,Parade,12:00 PM,
Shemekia Copeland,2002-04-26,Blues Tent,5:50 PM,
Casa Samba,2002-04-26,Congo Square Stage,11:15 AM,
Willie Tee,2002-04-26,Congo Square Stage,2:55 PM,
John Rankin,2002-04-26,Lagniappe Stage,12:30 PM,
Los Vecinos,2002-04-26,Lagniappe Stage,6:00 PM,
The Original C.T.C. SAPC,2002-04-26,Parade,4:00 PM,
India Arie,2002-04-27,Congo Square Stage,5:30 PM,
Kim Prevost,2002-04-27,Lagniappe Stage,2:50 PM,
Big Nine Steppers SA&PC,2002-04-27,Parade,4:00 PM,
Allen Toussaint,2002-04-28,Acura Stage,1:45 PM,
Pinstripe Brass Band,2002-04-28,Parade,12:00 PM,
Calendar Girls SA&PC,2002-04-28,Parade,12:20 PM,
Avenue Steppers SA&PC,2002-04-28,Parade,2:00 PM,
Lil' Stooges Brass Band,2002-04-28,Parade,2:00 PM,
Untouchables SA&PC,2002-04-28,Parade,4:00 PM,
Jo Cool Davis,2002-04-28,Rhodes Gospel Tent,2:45 PM,
J. Monque'D Blues Band,2002-05-02,Blues Tent,12:30 PM,
Sherman Robertson,2002-05-02,Blues Tent,2:55 PM,
Delbert McClinton,2002-05-02,Blues Tent,5:40 PM,
Mama Efuru,2002-05-02,Congo Square Stage,11:25 AM,
Mama Efuru,2002-05-02,Congo Square Stage,11:55 AM,
Mama Efuru,2002-05-02,Congo Square Stage,12:25 PM,
King Floyd,2002-05-02,Congo Square Stage,6:00 PM,
Irie Dawtas,2002-05-02,Lagniappe Stage,5:45 PM,
Bon Temps Roulez SA&PC,2002-05-02,Parade,3:00 PM,
Nation of Change,2002-05-03,Acura Stage,12:35 PM,
Jean Knight,2002-05-03,Congo Square Stage,2:45 PM,
Mike Younger,2002-05-03,Lagniappe Stage,4:25 PM,
New Generation SA&PC,2002-05-03,Parade,4:00 PM,
Liz McComb,2002-05-03,Rhodes Gospel Tent,5:05 PM,
Pinettes Brass Band,2002-05-04,Parade,12:00 PM,
Nine Time Ladies SA&PC,2002-05-04,Parade,1:35 PM,
Black Men of Labor SA&PC,2002-05-04,Parade,4:00 PM,
B.B. Major Blues Band,2002-05-05,Blues Tent,11:20 AM,
Los Babies,2002-05-05,Congo Square Stage,11:30 AM,
The Baha Men,2002-05-05,Congo Square Stage,4:00 PM,
Teena Marie,2002-05-05,Congo Square Stage,5:35 PM,
Woodenhead,2002-05-05,Lagniappe Stage,3:00 PM,
Popular Ladies SA&PC,2002-05-05,Parade,12:00 PM,
Scene Boosters SA&PC,2002-05-05,Parade,12:00 PM,
Bamboula 2000,2002-04-26,Congo Square Stage,1:35 PM,
Pilotland Rollers SAPC,2002-04-26,Parade,2:00 PM,
Egg Yolk Jubilee,2002-04-27,Lagniappe Stage,5:45 PM,
Old and Nu Style Fellas SAPC,2002-04-27,Parade,12:00 PM,
Melissa Etheridge,2002-04-28,Acura Stage,5:10 PM,
Marva Wright and the BMWs,2002-04-28,Blues Tent,4:15 PM,
The Poor Clares,2002-04-28,Lagniappe Stage,11:20 AM,
Unknown Steppers SA&PC,2002-04-28,Parade,2:00 PM,
Earl King and the Butanes,2002-05-02,Blues Tent,4:10 PM,
The Revealers,2002-05-02,Congo Square Stage,4:30 PM,
Henry Gray and the Cats,2002-05-03,Blues Tent,12:15 PM,
Algiers Steppers SA&PC,2002-05-03,Parade,11:25 AM,
Untouchables Brass band,2002-05-03,Parade,4:00 PM,
Luther Kent and Trick Bag,2002-05-04,Blues Tent,3:00 PM,
Bobby Womack,2002-05-04,Congo Square Stage,5:35 PM,
Ritmo Caribeno,2002-05-04,Lagniappe Stage,5:45 PM,
Dumaine St. Ladies SA&PC,2002-05-04,Parade,12:00 PM,
Original Big Seven SA&PC,2002-05-04,Parade,12:00 PM,
N'Krumah Better Boys SA&PC,2002-05-04,Parade,2:00 PM,
Second Line Jammers SA&PC,2002-05-04,Parade,4:00 PM,
Phil Lesh and Friends,2002-05-05,Acura Stage,3:15 PM,
The Neville Brothers,2002-05-05,Acura Stage,5:30 PM,
Pat Mother Blues Cohen,2002-05-05,Blues Tent,12:25 PM,
"Percussion, Inc.",2002-05-05,Lagniappe Stage,4:25 PM,
Aaron Neville,2002-05-05,Rhodes Gospel Tent,4:15 PM,
Bonerama,2002-04-26,Bellsouth/WWOZ Jazz Tent,1:40 PM,
Morning 40 Federation,2002-04-26,Blues Tent,11:30 AM,
Bryan Lee and the Power Band,2002-04-26,Blues Tent,2:45 PM,
Sergent Garcia,2002-04-26,Congo Square Stage,4:15 PM,
LSU Jazz Ensemble,2002-04-26,Lagniappe Stage,11:20 AM,
Zulu Walking Warriors SAPC,2002-04-26,Parade,4:00 PM,
Old Zion MBC Choir,2002-04-26,Rhodes Gospel Tent,11:00 AM,
Original Step-N-Style SA&PC,2002-04-27,Parade,12:00 PM,
Paulin Brothers Brass Band,2002-04-27,Parade,12:00 PM,
Valley of the Silent Men SAPC,2002-04-27,Parade,12:00 PM,
Devastating Ladies SA&PC,2002-04-27,Parade,2:00 PM,
Felicity St. Steppers SA&PC,2002-04-27,Parade,2:00 PM,
Jumpin' Jimmy Sansone,2002-04-28,Blues Tent,11:15 AM,
Wynton Marsalis,2002-04-28,Congo Square Stage,4:05 PM,
The Melody Clouds,2002-04-28,Rhodes Gospel Tent,4:15 PM,
John Boutte,2002-05-02,Bellsouth/WWOZ Jazz Tent,1:40 PM,
Leah Chase,2002-05-02,Bellsouth/WWOZ Jazz Tent,4:15 PM,
Horace Trahan,2002-05-02,Congo Square Stage,12:00 PM,
Los Sagitarios,2002-05-02,Congo Square Stage,12:50 PM,
Nation of Change,2002-05-02,Congo Square Stage,3:20 PM,
Sheba Kimbrough,2002-05-02,Lagniappe Stage,11:30 AM,
Kerry Grombacher,2002-05-02,Lagniappe Stage,2:50 PM,
J.C. and Company,2002-05-02,Rhodes Gospel Tent,11:00 AM,
The Golden Wings,2002-05-02,Rhodes Gospel Tent,2:45 PM,
Lyle Henderson,2002-05-02,Rhodes Gospel Tent,4:15 PM,
The Coolie Family,2002-05-02,Rhodes Gospel Tent,6:05 PM,
Millenium Steppers SA&PC,2002-05-03,Parade,2:00 PM,
Young Men 2 Old Men Legends SA&PC,2002-05-03,Parade,4:00 PM,
The Banks Family,2002-05-03,Rhodes Gospel Tent,3:30 PM,
Nation of Change,2002-05-04,Congo Square Stage,11:15 AM,
Morgan Heritage,2002-05-04,Congo Square Stage,3:45 PM,
Dumaine Street Gang SA&PC,2002-05-04,Parade,12:00 PM,
Pigeon Town Steppers SA&PC,2002-05-04,Parade,2:00 PM,
The Davis Family,2002-05-04,Rhodes Gospel Tent,3:30 PM,
John Mooney and Bluesiana,2002-05-05,Blues Tent,5:45 PM,
Herman Jackson,2002-05-05,Lagniappe Stage,12:30 PM,
Jetsetters Ladies SA&PC,2002-05-05,Parade,12:00 PM,
The String Cheese Incident,2002-04-26,Acura Stage,3:25 PM,
Ed Peterson,2002-04-26,Bellsouth/WWOZ Jazz Tent,11:20 AM,
Clyde Kerr Jr.,2002-04-26,Bellsouth/WWOZ Jazz Tent,12:30 PM,
Quintology,2002-04-26,Bellsouth/WWOZ Jazz Tent,2:50 PM,
Hot Club of New Orleans ,2002-04-26,Lagniappe Stage,1:40 PM,
Brian Breeze Cayolle,2002-04-26,Lagniappe Stage,4:20 PM,
Chop's Thunderstorm Brass Band,2002-04-26,Parade,4:00 PM,
Peter Martin,2002-04-27,Bellsouth/WWOZ Jazz Tent,2:50 PM,
The Magnolia Sisters,2002-04-27,Lagniappe Stage,1:35 PM,
Executive Steel Band,2002-04-27,Lagniappe Stage,4:10 PM,
Marlon Jordan,2002-04-28,Bellsouth/WWOZ Jazz Tent,1:30 PM,
Cheikh Lo of Senegal,2002-04-28,Congo Square Stage,2:30 PM,
Teddy Pendergrass,2002-04-28,Congo Square Stage,5:55 PM,
NOCCA Jazz Ensemble,2002-04-28,Lagniappe Stage,12:25 PM,
Uptowners' Hobo Clowns SA&PC,2002-04-28,Parade,12:00 PM,
Wild Apache Mardi Gras Indians,2002-04-28,Parade,1:00 PM,
Nita Happy Trelle,2002-04-28,Rhodes Gospel Tent,11:45 AM,
The Bester Singers,2002-04-28,Rhodes Gospel Tent,12:30 PM,
Beacon Light BC Choir,2002-04-28,Rhodes Gospel Tent,2:00 PM,
Dimensions of Faith,2002-04-28,Rhodes Gospel Tent,6:05 PM,
First Revolution,2002-05-02,Rhodes Gospel Tent,1:15 PM,
007,2002-05-02,Sheraton New Orleans Fais Do-Do Stage,2:55 PM,
Ya Ya Sol,2002-05-02,Sprint PCS/LG Mobile Phone Stage,11:30 AM,
Joe Krown Organ Combo,2002-05-03,Lagniappe Stage,5:50 PM,
Jerusalem BC Choir,2002-05-03,Rhodes Gospel Tent,11:00 AM,
New Zion Trio Plus One,2002-05-03,Rhodes Gospel Tent,2:00 PM,
Lil' Ed and the Blues Imperials,2002-05-04,Blues Tent,4:25 PM,
Gilberto Santa Rosa,2002-05-04,Congo Square Stage,2:00 PM,
Black Eagles Mardi Gras Indians,2002-05-04,Parade,3:00 PM,
Ebenezer MBC Choir,2002-05-04,Rhodes Gospel Tent,2:00 PM,
The Rocks of Harmony,2002-05-04,Rhodes Gospel Tent,4:15 PM,
Dineh Tah' Navaho Dancers,2002-05-05,Acura Stage,11:10 AM,
David Sanchez,2002-05-05,Bellsouth/WWOZ Jazz Tent,2:45 PM,
Abbey Lincoln,2002-05-05,Bellsouth/WWOZ Jazz Tent,4:20 PM,
Po' Henry and Tookie,2002-05-05,Lagniappe Stage,11:25 AM,
The Dudes,2002-05-05,Sprint PCS/LG Mobile Phone Stage,2:45 PM,
The Bucks,2002-04-26,Native American Village Stage,5:45 PM,
Victor Goines,2002-04-27,Bellsouth/WWOZ Jazz Tent,12:15 PM,
Astral Project,2002-04-27,Bellsouth/WWOZ Jazz Tent,4:05 PM,
Mem Shannon and the Membership,2002-04-27,Blues Tent,12:55 PM,
The Bucks,2002-04-27,Native American Village Stage,3:15 PM,
"Red, White, and Blue Mardi Gras Indians ",2002-04-27,Parade,1:00 PM,
Trouble Nation Mardi Gras Indians,2002-04-27,Parade,1:00 PM,
Golden Blades Mardi Gras Indians,2002-04-27,Parade,3:00 PM,
Young Hunters Mardi Gras Indians,2002-04-27,Parade,3:00 PM,
Community MBC Choir,2002-04-27,Rhodes Gospel Tent,11:00 AM,
Joyful Gospel Singers,2002-04-27,Rhodes Gospel Tent,2:00 PM,
Mighty Chariots of Fire,2002-04-27,Rhodes Gospel Tent,2:45 PM,
The Iguanas,2002-04-27,Sprint PCS/LG Mobile Phone Stage,4:15 PM,
Irma Thomas,2002-04-27,Sprint PCS/LG Mobile Phone Stage,5:45 PM,
Lil' Rascals Brass Band,2002-04-28,Lagniappe Stage,4:05 PM,
Paky Saavedra's Bandido,2002-04-28,Lagniappe Stage,5:45 PM,
The Bucks,2002-04-28,Native American Village Stage,2:00 PM,
The Bucks,2002-04-28,Native American Village Stage,4:30 PM,
Yellow Jackets Mardi Gras Indians,2002-04-28,Parade,1:00 PM,
Flaming Arrows Mardi Gras Indians,2002-04-28,Parade,3:00 PM,
Clancy Blues Boy Lewis,2002-05-02,Lagniappe Stage,11:30 AM,
Kostini,2002-05-02,Native American Village Stage,11:30 AM,
Storyville Stompers Brass Band,2002-05-02,Parade,3:00 PM,
Mount Pilgrim BC Choir,2002-05-02,Rhodes Gospel Tent,12:30 PM,
Sarah T. Reed Gospel Choir,2002-05-02,Rhodes Gospel Tent,3:30 PM,
Ed Perkins Group,2002-05-03,Bellsouth/WWOZ Jazz Tent,11:40 AM,
Irvin Mayfield,2002-05-03,Bellsouth/WWOZ Jazz Tent,2:25 PM,
Delgado Jazz Ensemble,2002-05-03,Lagniappe Stage,11:30 AM,
Patrice Fisher and Arpa,2002-05-03,Lagniappe Stage,12:35 PM,
Double Nine Highsteppers SA&PC,2002-05-03,Parade,2:00 PM,
Rebecca Barry  ,2002-05-04,Bellsouth/WWOZ Jazz Tent,11:15 AM,
Earl Turbinton,2002-05-04,Bellsouth/WWOZ Jazz Tent,12:25 PM,
Joe Lovano Nonet,2002-05-04,Bellsouth/WWOZ Jazz Tent,5:40 PM,
The Wimberly Family,2002-05-04,Rhodes Gospel Tent,11:00 AM,
Richwell Ison,2002-05-05,Bellsouth/WWOZ Jazz Tent,11:15 AM,
Creole Wild West Mardi Gras Indians,2002-05-05,Parade,1:00 PM,
Golden Arrows Mardi Gras Indians,2002-05-05,Parade,3:00 PM,
Mohawk Hunters Mardi Gras Indians,2002-05-05,Parade,3:00 PM,
Paulette Wright Davis,2002-05-05,Rhodes Gospel Tent,1:15 PM,
The Johnson Extension,2002-05-05,Rhodes Gospel Tent,2:45 PM,
Sonny Bourg and the Bayou Blues Band,2002-04-26,Blues Tent,12:25 PM,
Ladysmith Black Mambazo,2002-04-26,Congo Square Stage,5:50 PM,
Morning Star MBC Mass Choir,2002-04-26,Rhodes Gospel Tent,2:00 PM,
Slim and the Supreme Angels,2002-04-26,Rhodes Gospel Tent,5:05 PM,
White Eagles Mardi Gras Indians,2002-04-27,Acura Stage,11:15 AM,
Roy Rogers and the Delta Rhythm Kings,2002-04-27,Blues Tent,4:05 PM,
Arigon Star,2002-04-27,Native American Village Stage,2:00 PM,
Geronimo Hunters Mardi Gras Indians,2002-04-27,Parade,1:00 PM,
Zulu Ensemble Male Chorus,2002-04-27,Rhodes Gospel Tent,4:15 PM,
Michael Ward,2002-04-27,Sprint PCS/LG Mobile Phone Stage,12:15 PM,
The Dixie Cups,2002-04-27,Sprint PCS/LG Mobile Phone Stage,2:50 PM,
Germaine Bazzle,2002-04-28,Bellsouth/WWOZ Jazz Tent,12:20 PM,
Sam Butera and The Wildest,2002-04-28,Palm Court Jazz Cafe,8:00 PM,
Comanche Hunters Mardi Gras Indians,2002-04-28,Parade,3:00 PM,
Ninth Ward Hunters Mardi Gras Indians,2002-04-28,Parade,3:00 PM,
Potter's House Mass Choir,2002-04-28,Rhodes Gospel Tent,5:05 PM,
Cowboy Mouth,2002-04-28,Sprint PCS/LG Mobile Phone Stage,5:45 PM,
Clarence Frogman Henry,2002-05-02,Congo Square Stage,2:05 PM,
Jeremy Davenport,2002-05-03,Bellsouth/WWOZ Jazz Tent,1:05 PM,
Donald Harrison Jr.,2002-05-03,Bellsouth/WWOZ Jazz Tent,3:50 PM,
The Yellowjackets,2002-05-03,Bellsouth/WWOZ Jazz Tent,5:30 PM,
Chucky C and Clearly Blues,2002-05-03,Congo Square Stage,12:25 PM,
Dineh Tah' Navaho Dancers,2002-05-03,Congo Square Stage,1:35 PM,
Bill Miller,2002-05-03,Native American Village Stage,4:30 PM,
Praise Community Choir,2002-05-03,Rhodes Gospel Tent,2:45 PM,
McDonogh #35 Gospel Choir,2002-05-03,Rhodes Gospel Tent,6:05 PM,
Dash Rip Rock,2002-05-03,Sprint PCS/LG Mobile Phone Stage,12:45 PM,
Reggie Hall and the Twilighters,2002-05-04,Acura Stage,12:35 PM,
Bill Huntington,2002-05-04,Bellsouth/WWOZ Jazz Tent,11:15 AM,
Terence Blanchard,2002-05-04,Bellsouth/WWOZ Jazz Tent,4:10 PM,
Souljah Slim and MYSELF,2002-05-04,Congo Square Stage,12:15 PM,
Dineh Tah' Navaho Dancers,2002-05-04,Lagniappe Stage,2:00 PM,
John Boutte and Uptown Okra,2002-05-04,Lagniappe Stage,3:05 PM,
Sharon Martin and First Take,2002-05-04,Lagniappe Stage,4:20 PM,
Cherokee Hunters Mardi Gras Indians,2002-05-04,Parade,1:00 PM,
New Orleans Rhythm Mardi Gras Indians,2002-05-04,Parade,1:00 PM,
Bayou Renegades Mardi Gras Indians,2002-05-04,Parade,3:00 PM,
Wanda Rouzan and A Taste of New Orleans,2002-05-05,Blues Tent,1:35 PM,
Distinguished Gentlemen SA&PC,2002-05-05,Parade,12:00 PM,
Antioch Gospel Singers,2002-05-05,Rhodes Gospel Tent,11:45 AM,
Papa Grows Funk,2002-05-05,Sprint PCS/LG Mobile Phone Stage,1:30 PM,
The Radiators,2002-05-05,Sprint PCS/LG Mobile Phone Stage,5:45 PM,
Family and Friends Ensemble,2002-04-26,Rhodes Gospel Tent,1:15 PM,
The Holy Name Gospel Singers,2002-04-26,Rhodes Gospel Tent,3:30 PM,
Jack Maheu,2002-04-26,XM Satellite Radio Economy Hall Tent,2:55 PM,
Jeremy Lyons and the Deltabilly Boys,2002-04-27,Blues Tent,11:30 AM,
The Batiste Brothers Band,2002-04-27,Congo Square Stage,11:30 AM,
Robert Mirabal,2002-04-27,Native American Village Stage,5:45 PM,
Wild Tchoupitoulas Mardi Gras Indians,2002-04-27,Parade,3:00 PM,
James Burton,2002-04-27,Sheraton New Orleans Fais Do-Do Stage,4:00 PM,
Anders Osborne,2002-04-27,Sprint PCS/LG Mobile Phone Stage,1:25 PM,
Young Cheyenne Mardi Gras Indians,2002-04-28,Acura Stage,11:15 AM,
Jerry McCain and Lil' Buck Blues Band,2002-04-28,Blues Tent,12:25 PM,
La Banda Blanca of Honduras,2002-04-28,Congo Square Stage,12:55 PM,
Little Freddie King Blues Band,2002-04-28,Lagniappe Stage,1:35 PM,
Iron Mountain Native Dancers,2002-04-28,Lagniappe Stage,2:50 PM,
Robert Mirabal,2002-04-28,Native American Village Stage,5:45 PM,
Charivari,2002-04-28,Sheraton New Orleans Fais Do-Do Stage,12:25 PM,
The Proud Marys,2002-04-28,Sprint PCS/LG Mobile Phone Stage,12:20 PM,
Kineh Tah' Navajo Dancers,2002-05-02,Congo Square Stage,11:00 AM,
Hazel and the Delta Ramblers,2002-05-02,Lagniappe Stage,12:30 PM,
Micaela and Flamenca Fiesta,2002-05-02,Lagniappe Stage,1:40 PM,
Butch Mudbone,2002-05-02,Native American Village Stage,12:35 PM,
Nation of Change,2002-05-02,Native American Village Stage,5:45 PM,
Southern Gospel Singers,2002-05-02,Rhodes Gospel Tent,11:45 AM,
St. Maria Goretti Gospel Choir,2002-05-02,Rhodes Gospel Tent,2:00 PM,
Hawk Henries,2002-05-03,Native American Village Stage,11:30 AM,
Nation of Change,2002-05-03,Native American Village Stage,2:00 PM,
The Dynamic Smooth Family,2002-05-03,Rhodes Gospel Tent,11:45 AM,
Leviticus Gospel Singers,2002-05-03,Rhodes Gospel Tent,12:30 PM,
Leo Nocentelli,2002-05-03,Sprint PCS/LG Mobile Phone Stage,2:20 PM,
Jamal Batiste and the Jam-Allstars,2002-05-04,Acura Stage,11:20 AM,
James Rivers Movement,2002-05-04,Bellsouth/WWOZ Jazz Tent,2:50 PM,
Medicine Tail,2002-05-04,Native American Village Stage,12:45 PM,
Medicine Tail,2002-05-04,Native American Village Stage,3:15 PM,
Nation of Change,2002-05-04,Native American Village Stage,5:45 PM,
Indians of the Narion Mardi Gras Indians,2002-05-04,Parade,3:00 PM,
Providence BC Male Chorus,2002-05-04,Rhodes Gospel Tent,11:45 AM,
Terrance Simien,2002-05-04,Sprint PCS/LG Mobile Phone Stage,4:10 PM,
Better than Ezra,2002-05-04,Sprint PCS/LG Mobile Phone Stage,5:40 PM,
Brian Stoltz and the Golden Eagles,2002-05-05,Acura Stage,12:10 PM,
Casper Reggae Inn Hopiland,2002-05-05,Congo Square Stage,1:00 PM,
Butch Mudbone,2002-05-05,Native American Village Stage,11:30 AM,
Medicine Tail,2002-05-05,Native American Village Stage,2:00 PM,
Butch Mudbone,2002-05-05,Native American Village Stage,3:15 PM,
Medicine Tail,2002-05-05,Native American Village Stage,4:30 PM,
Nation of Change,2002-05-05,Native American Village Stage,5:45 PM,
Carrollton Hunters Mardi Gras Indians,2002-05-05,Parade,1:00 PM,
CJ Chenier and the Red Hot Louisiana Band,2002-04-26,Acura Stage,12:20 PM,
Melvin Winfield and New Vision,2002-04-26,Rhodes Gospel Tent,12:30 PM,
Shondra and Great Jubilation,2002-04-26,Rhodes Gospel Tent,4:15 PM,
Jim McCormick,2002-04-26,Sheraton New Orleans Fais Do-Do Stage,1:50 PM,
Tim Laughlin,2002-04-26,XM Satellite Radio Economy Hall Tent,2:55 PM,
George Porter Jr. and Runnin' Pardners,2002-04-27,Acura Stage,2:00 PM,
Julliard Jazz Ensemble,2002-04-27,Bellsouth/WWOZ Jazz Tent,11:10 AM,
The Gospel Inspirationals,2002-04-27,Rhodes Gospel Tent,11:45 AM,
Ellis Marsalis Quintet,2002-04-28,Bellsouth/WWOZ Jazz Tent,2:40 PM,
Second Mt. Carmel Gospel Choir,2002-04-28,Rhodes Gospel Tent,11:00 AM,
UNO Jazz Ensemble,2002-04-28,Sprint PCS/LG Mobile Phone Stage,11:10 AM,
Rebirth Brass Band,2002-04-28,Sprint PCS/LG Mobile Phone Stage,4:10 PM,
Linda Hopkins,2002-04-28,XM Satellite Radio Economy Hall Tent,5:45 PM,
Roderick Paulin and the Grovers,2002-05-02,Lagniappe Stage,4:15 PM,
Lesa Cormier,2002-05-02,Sheraton New Orleans Fais Do-Do Stage,12:25 PM,
Basin Brothers,2002-05-02,Sheraton New Orleans Fais Do-Do Stage,4:20 PM,
Chris Clifton,2002-05-02,XM Satellite Radio Economy Hall Tent,2:55 PM,
Semolian Warriors Mardi Gras Indians,2002-05-03,Blues Tent,11:10 AM,
Charles Neville Jazz Ensemble,2002-05-03,Lagniappe Stage,3:00 PM,
Jimmy Buffett and The Coral Reefer Band,2002-05-04,Acura Stage,5:30 PM,
Golden Star Hunters Mardi Gras Indians,2002-05-04,Blues Tent,11:15 AM,
Humphrey Davis and Nightlife,2002-05-04,Lagniappe Stage,11:20 AM,
Troy Andrews Trombone Shorty,2002-05-04,Lagniappe Stage,12:35 PM,
John Lee and the Heralds of Christ,2002-05-04,Rhodes Gospel Tent,12:30 PM,
Crown Seekers Gospel Singers,2002-05-04,Rhodes Gospel Tent,2:45 PM,
SUBR Jazz Ensemble,2002-05-04,Sprint PCS/LG Mobile Phone Stage,11:15 AM,
Al Belletto Big Jazz Band,2002-05-05,Bellsouth/WWOZ Jazz Tent,12:20 PM,
New Orleans Spiritualettes,2002-05-05,Rhodes Gospel Tent,2:00 PM,
Tyrone Foster and the Arc Angels,2002-05-05,Rhodes Gospel Tent,6:05 PM,
SUNO Jazz Ensemble,2002-05-05,Sprint PCS/LG Mobile Phone Stage,11:15 AM,
Buckwheat Zydeco,2002-05-05,Sprint PCS/LG Mobile Phone Stage,4:15 PM,
Pete Fountain,2002-05-05,XM Satellite Radio Economy Hall Tent,4:25 PM,
Red Stick Ramblers,2002-04-26,Sheraton New Orleans Fais Do-Do Stage,11:30 AM,
Clarence Gatemouth Brown and Gate's Express,2002-04-27,Blues Tent,5:45 PM,
Mahotella Queens of South Africa,2002-04-27,Congo Square Stage,3:45 PM,
Heritage School of Music Jazz Band,2002-04-27,Lagniappe Stage,11:15 AM,
Second Morning Star Mass BC Choir ,2002-04-27,Rhodes Gospel Tent,12:30 PM,
Second NazarineGospel Singers,2002-04-27,Rhodes Gospel Tent,1:15 PM,
Ricky Dillard and New Generation,2002-04-27,Rhodes Gospel Tent,5:05 PM,
D'Jalma Garnier,2002-04-27,Sheraton New Orleans Fais Do-Do Stage,11:25 AM,
Val and Love Alive Fellowship Choir,2002-04-28,Rhodes Gospel Tent,3:30 PM,
Continental Drifters,2002-04-28,Sprint PCS/LG Mobile Phone Stage,1:35 PM,
Onward Brass Band,2002-04-28,XM Satellite Radio Economy Hall Tent,12:20 PM,
Ricky Sebastien Quartet,2002-05-02,Bellsouth/WWOZ Jazz Tent,11:30 AM,
Culu Children Trad. African Dance Co.,2002-05-02,Congo Square Stage,11:30 AM,
Otter Trail Singers,2002-05-02,Native American Village Stage,2:00 PM,
Otter Trail Singers,2002-05-02,Native American Village Stage,4:30 PM,
The Allison Collins Band,2002-05-02,Sprint PCS/LG Mobile Phone Stage,1:00 PM,
Kid Merv Jazz Band,2002-05-02,XM Satellite Radio Economy Hall Tent,11:20 AM,
