Name,Date,Venue,Time,Notes
Mr. Sipp,2017-04-28,Blues  Tent,12:30 PM,
Maroon 5,2017-04-29,Acura Stage,5:15 PM,
Cha Wa,2017-05-04,Acura Stage,11:20 PM,
The RRAAMS,2017-05-06,Kids Tent,4:05 PM,
Deak Harp,2017-05-07,Blues  Tent,1:10 PM,
Kim Che're,2017-05-06,Gospel Tent,1:00 PM,
Tab Benoit,2017-05-07,Blues  Tent,3:45 PM,
Deacon John,2017-04-28,Blues  Tent,4:15 PM,
Theatre on Tap,2017-04-28,Kids Tent,5:15 PM,
Amos Lee,2017-04-29,Gentilly Stage,3:25 PM,
Johnny Lang,2017-04-29,Blues  Tent,5:35 PM,
Lorde,2017-04-30,Gentilly Stage,5:45 PM,
Henry Gray,2017-05-04,Blues  Tent,12:25 PM,
Eric Lindell,2017-05-04,Blues  Tent,4:15 PM,
COOT,2017-05-04,Lagniappe Stage,11:30 PM,
OperaCreole,2017-05-04,Kids Tent,1:50 PM,
Bonerama,2017-05-05,Acura Stage,12:30 PM,
Wilco,2017-05-05,Gentilly Stage,5:20 PM,
William Bell,2017-05-05,Blues  Tent,4:10 PM,
Paul Porter,2017-05-05,Gospel Tent,3:55 PM,
Donald Lewis,2017-05-05,Kids Tent,4:10 PM,
Irma Thomas,2017-05-06,Acura Stage,3:05 PM,
610 Stompers,2017-05-06,Kids Tent,5:15 PM,
Galactic,2017-05-07,Acura Stage,1:45 PM,
Kings of Leon,2017-05-07,Acura Stage,3:35 PM,
Aaron Neville,2017-04-28,Blues  Tent,5:45 PM,
Leila Phillips,2017-04-28,Kids Tent,3:00 PM,
Jon Cleary,2017-04-29,Gentilly Stage,1:40 PM,
Elle King,2017-04-30,Gentilly Stage,3:50 PM,
Joe Louis Walker,2017-04-30,Blues  Tent,3:55 PM,
E.L.S.,2017-05-04,Congo Square Stage,12:35 PM,
The Swing Setters,2017-05-04,Kids Tent,4:10 PM,
Pastor Jai Reed,2017-05-05,Gospel Tent,5:10 PM,
David & Roselyn,2017-05-05,Kids Tent,1:50 PM,
Stevie Wonder,2017-05-06,Acura Stage,4:50 PM,
Cowboy Mouth,2017-05-07,Acura Stage,12:30 PM,
Buddy Guy,2017-05-07,Gentilly Stage,3:30 PM,
The Meters,2017-05-07,Gentilly Stage,5:30 PM,
Tucka,2017-05-07,Congo Square Stage,2:00 PM,
Blues Traveler,2017-05-07,Blues  Tent,5:35 PM,
"Harry Connick, Jr.",2017-04-28,Acura Stage,5:25 PM,
Johnny Sansone,2017-04-28,Blues  Tent,11:20 AM,
Grey Seal Puppets,2017-04-29,Kids Tent,12:40 PM,
Marcia Ball,2017-05-04,Gentilly Stage,2:15 PM,
Wayne Toups,2017-05-04,Gentilly Stage,3:45 PM,
ISL Circus Arts Kids,2017-05-04,Kids Tent,5:15 PM,
Sonny Landreth,2017-05-05,Acura Stage,1:55 PM,
PJ Morton,2017-05-05,Congo Square Stage,3:30 PM,
Zulu Ensemble,2017-05-05,Gospel Tent,11:15 AM,
Calliope Puppets,2017-05-05,Kids Tent,3:00 PM,
Royal Teeth,2017-05-06,Gentilly Stage,3:45 PM,
Leon Bridges,2017-04-28,Gentilly Stage,3:10 PM,
DJ Shub,2017-04-28,Jazz & Heritage Stage,3:00 PM,
Helen Gillet,2017-04-28,Lagniappe Stage,1:50 PM,
Andrew Duhon,2017-04-28,Lagniappe Stage,3:05 PM,
Sequoia Crosswhite,2017-04-28,Kids Tent,4:10 PM,
Marc Broussard,2017-04-29,Acura Stage,12:30 PM,
Deitrick Haddon,2017-04-29,Gospel Tent,3:55 PM,
The Clark Sisters,2017-04-30,Gospel Tent,3:55 PM,
Irvin Mayfield,2017-05-04,Acura Stage,12:25 PM,
Widespread Panic,2017-05-04,Acura Stage,4:30 PM,
Darius Rucker,2017-05-04,Gentilly Stage,5:30 PM,
The Jones Sisters,2017-05-04,Gospel Tent,1:50 PM,
The Revivalists,2017-05-05,Acura Stage,3:30 PM,
Motel Radio,2017-05-05,Gentilly Stage,11:20 AM,
Sweet Crude,2017-05-05,Gentilly Stage,12:35 PM,
Rhiannon Giddens,2017-05-05,Blues  Tent,5:40 PM,
Tonya Byod-Cannon,2017-05-06,Acura Stage,11:15 AM,
Lisa Amos,2017-05-06,Congo Square Stage,11:15 AM,
Big Freedia,2017-05-06,Congo Square Stage,2:05 PM,
DJ Raj Smoove,2017-05-06,Congo Square Stage,5:15 PM,
Snoop Dogg,2017-05-06,Congo Square Stage,5:50 PM,
Changui Guantanamo,2017-05-06,Kids Tent,1:15 PM,
Dawes,2017-05-07,Sheraton Fais Do-Do Stage,4:15 PM,
Bobby Lounge,2017-05-07,Lagniappe Stage,5:20 PM,
The Royal Boys Choir,2017-05-07,Kids Tent,12:40 PM,
Capoeira New Orleans,2017-05-07,Kids Tent,4:10 PM,
Rumba Buena,2017-04-28,Congo Square Stage,12:45 PM,
Betty Winn & One A-Chord,2017-04-28,Gospel Tent,1:55 PM,
Kathy Taylor and Favor,2017-04-28,Gospel Tent,3:55 PM,
Soul Brass Band,2017-04-28,Lagniappe Stage,12:40 PM,
Travers Geoffray,2017-04-29,Acura Stage,11:20 AM,
Alabama Shakes,2017-04-29,Gentilly Stage,5:15 PM,
Nigel Hall Band,2017-04-29,Congo Square Stage,1:55 PM,
Honey Island Swamp Band,2017-04-29,Blues  Tent,3:55 PM,
Voices of Peter Claver,2017-04-29,Gospel Tent,1:55 PM,
Tower of Power,2017-05-04,Congo Square Stage,5:30 PM,
Carsie Blanton,2017-05-04,Lagniappe Stage,4:20 PM,
Egg Yolk Jubilee,2017-05-04,Lagniappe Stage,5:30 PM,
Naughty Professor,2017-05-05,Acura Stage,11:20 AM,
Lake Street Drive,2017-05-05,Gentilly Stage,2:05 PM,
Anders Osborne,2017-05-05,Gentilly Stage,3:35 PM,
Sweet Cecila,2017-05-05,Lagniappe Stage,11:30 AM,
Leyla McCalla,2017-05-05,Lagniappe Stage,2:20 PM,
The Deslondes,2017-05-05,Lagniappe Stage,3:45 PM,
Big Sam's Funky Nation,2017-05-06,Acura Stage,12:15 PM,
Maggie Koerner,2017-05-06,Gentilly Stage,11:20 AM,
Tank and The Bangas,2017-05-06,Gentilly Stage,2:15 PM,
Meghan Trainor,2017-05-06,Gentilly Stage,5:45 PM,
Los Van Van of Cuba,2017-05-06,Congo Square Stage,3:45 PM,
The Batture Boys,2017-05-06,Lagniappe Stage,3:40 PM,
Trout Fishing in America,2017-05-06,Kids Tent,2:25 PM,
Stooges Brass Band,2017-05-07,Acura Stage,11:20 AM,
Erica Falls,2017-05-07,Congo Square Stage,11:20 AM,
Patti LaBelle,2017-05-07,Congo Square Stage,3:40 PM,
Dayme Arocena of Cuba,2017-05-07,Blues  Tent,11:15 AM,
Adonis y Osain del Monte,2017-05-07,Blues  Tent,2:20 PM,
AsheSon,2017-05-07,Jazz & Heritage Stage,4:25 PM,
The Rocks of Harmony,2017-05-07,Gospel Tent,11:15 AM,
The Zion Harmonizers,2017-05-07,Gospel Tent,2:50 PM,
Hobgoblin Hill Puppets,2017-05-07,Kids Tent,3:00 PM,
