Name,Date,Venue,Time,Notes
Hot Chops,1997-04-25,Parade,4:00 PM,
Big Nine SAPC,1997-04-25,Parade,2:00 PM,
Dr. John,1997-04-25,WWL/Ray-Ban Stage,5:35 PM,
Zap Mama,1997-04-26,Congo Square,3:05 PM,
Des-ty-ne,1997-05-01,Congo Square,11:15 AM,
Tiny Town,1997-04-25,Fox 8/Polaroid,3:10 PM,
Earl King,1997-04-26,Fox 8/Polaroid,12:20 PM,
Jolly Bunch SAPC,1997-04-26,Parade,2:00 PM,
The Rollers SAPC,1997-04-26,Parade,4:00 PM,
Santana,1997-04-26,WWL/Ray-Ban Stage,5:15 PM,
Etta Jones,1997-04-27,WWOZ Jazz Tent,4:25 PM,
Mamou,1997-05-01,WB 38 Fais Do-Do Stage,12:20 PM,
Albita,1997-05-01,WWL/Ray-Ban Stage,2:15 PM,
Fred Foss,1997-05-01,WWOZ Jazz Tent,11:15 AM,
Diamonds,1997-05-02,Congo Square,6:00 PM,
Single Men SAPC,1997-05-02,Parade,4:00 PM,
File,1997-05-02,WB 38 Fais Do-Do Stage,12:40 PM,
Art Farmer,1997-05-02,WWOZ Jazz Tent,3:10 PM,
Tuba Fats,1997-05-02,WWOZ Jazz Tent,4:40 PM,
King Floyd,1997-05-03,Congo Square,4:25 PM,
Peabody,1997-05-03,Fox 8/Polaroid,12:20 PM,
Eric Gable,1997-05-04,Congo Square,2:50 PM,
Al Johnson,1997-04-25,Fox 8/Polaroid,12:20 PM,
Deacon John,1997-04-25,Fox 8/Polaroid,4:30 PM,
Just Steppin' SAPC,1997-04-25,Parade,4:00 PM,
Caliente,1997-04-25,WWL/Ray-Ban Stage,12:25 PM,
Henry Butler  ,1997-04-25,WWOZ Jazz Tent,1:35 PM,
Willie Tee,1997-04-26,Congo Square,12:25 PM,
Nocentelli,1997-04-26,Fox 8/Polaroid,1:35 PM,
Cowboy Mouth,1997-04-26,Fox 8/Polaroid,6:00 PM,
Treme Brass Band,1997-04-26,Parade,12:00 PM,
Money Wasters SAPC,1997-04-26,Parade,2:00 PM,
Johnny Adams,1997-04-27,Fox 8/Polaroid,1:45 PM,
Jetsetters SAPC,1997-04-27,Parade,12:00 PM,
Tornado Brass Band,1997-04-27,Parade,2:00 PM,
Irie Dawtas,1997-05-01,Congo Square,1:40 PM,
Dash Rip Rock,1997-05-01,Fox 8/Polaroid,12:45 PM,
Ancestro,1997-05-01,WWL/Ray-Ban Stage,11:20 AM,
James Moody,1997-05-01,WWOZ Jazz Tent,5:50 PM,
The Iguanas,1997-05-02,Fox 8/Polaroid,3:20 PM,
Revolution SAPC,1997-05-02,Parade,4:00 PM,
Al Jarreau,1997-05-02,WWL/Ray-Ban Stage,5:40 PM,
Julius McKee,1997-05-02,WWOZ Jazz Tent,4:40 PM,
Kirk Joseph,1997-05-02,WWOZ Jazz Tent,4:40 PM,
Matt Perrine,1997-05-02,WWOZ Jazz Tent,4:40 PM,
Lady Sequence SAPC,1997-05-03,Parade,2:00 PM,
New Birth Brass Band,1997-05-03,Parade,2:00 PM,
O.G. Steppers SAPC,1997-05-03,Parade,4:00 PM,
Fila Phil,1997-05-03,WWL/Ray-Ban Stage,11:25 AM,
Fats Domino,1997-05-03,WWL/Ray-Ban Stage,5:40 PM,
Leroy Jones,1997-05-03,WWOZ Jazz Tent,4:20 PM,
Y'Shua Manzy,1997-05-04,Congo Square,11:15 AM,
Jazz Jamaica,1997-05-04,Congo Square,4:15 PM,
Ladies Zulu SAPC,1997-05-04,Parade,12:00 PM,
Olympia Aid SAPC,1997-05-04,Parade,12:00 PM,
Devastation SAPC,1997-05-04,Parade,2:00 PM,
New Birth Brass Band,1997-05-04,Parade,2:00 PM,
Original Four SAPC,1997-05-04,Parade,2:00 PM,
McCoy Tyner,1997-05-04,WWOZ Jazz Tent,5:45 PM,
Bamboula 2000,1997-04-25,Congo Square,1:35 PM,
Chosen Few Brass Band,1997-04-25,Parade,2:00 PM,
James Taylor,1997-04-25,WWL/Ray-Ban Stage,3:35 PM,
Pinettes Brass Band,1997-04-26,Parade,2:00 PM,
Popular Ladies SAPC,1997-04-26,Parade,2:00 PM,
Mahogany Brass Band,1997-04-26,Parade,4:00 PM,
Keith Frank,1997-04-26,WB 38 Fais Do-Do Stage,2:00 PM,
Gato Barbieri,1997-04-26,WWOZ Jazz Tent,5:45 PM,
Culu Dancers,1997-04-27,Congo Square,11:15 AM,
Algiers Brass Band,1997-04-27,Parade,12:00 PM,
Calendar Girls SAPC,1997-04-27,Parade,3:00 PM,
funky Meters,1997-04-27,WWL/Ray-Ban Stage,3:20 PM,
The Soul Rebels,1997-05-01,Congo Square,6:00 PM,
T-Roy and the Vibe,1997-05-02,Congo Square,11:15 AM,
Thousand $ Car,1997-05-02,Fox 8/Polaroid,11:15 AM,
Roland Stone,1997-05-02,Fox 8/Polaroid,12:20 PM,
One A-Chord,1997-05-02,Rhodes Gospel Tent,1:15 PM,
Marcia Ball,1997-05-02,WWL/Ray-Ban Stage,12:50 PM,
Bill Summers,1997-05-02,WWOZ Jazz Tent,12:35 PM,
Dirty Dozen,1997-05-03,WWL/Ray-Ban Stage,12:50 PM,
Chris Severin,1997-05-03,WWOZ Jazz Tent,3:05 PM,
Snooks Eaglin,1997-05-04,Fox 8/Polaroid,2:45 PM,
The Radiators,1997-05-04,Fox 8/Polaroid,5:50 PM,
The Furious Five SAPC,1997-05-04,Parade,4:00 PM,
Untouchables SAPC,1997-05-04,Parade,4:00 PM,
Joyful,1997-05-04,Rhodes Gospel Tent,11:45 AM,
The Revealers ,1997-04-25,Congo Square,11:15 AM,
Zachary Richard,1997-04-25,Fox 8/Polaroid,6:00 PM,
The Bluebirds,1997-04-25,WWL/Ray-Ban Stage,11:15 AM,
Brice Winston,1997-04-25,WWOZ Jazz Tent,11:15 AM,
Betty Shirley,1997-04-25,WWOZ Jazz Tent,12:20 PM,
Larry Sieberth,1997-04-25,WWOZ Jazz Tent,12:20 PM,
"Percussion, Inc.",1997-04-26,Congo Square,11:15 AM,
The Shepherd Band,1997-04-26,Congo Square,1:45 PM,
Allen Toussaint,1997-04-26,Fox 8/Polaroid,3:00 PM,
Terrance Simien,1997-04-26,Fox 8/Polaroid,4:30 PM,
Zap Mama,1997-04-26,Music Heritage Stage,1:15 PM,
Keb' Mo',1997-04-26,Music Heritage Stage,5:00 PM,
Black Men of Labor SAPC,1997-04-26,Parade,12:00 PM,
Golden Trumpets SAPC,1997-04-26,Parade,12:00 PM,
Devastating Ladies,1997-04-26,Parade,4:00 PM,
Ellis Marsalis,1997-04-26,WWOZ Jazz Tent,4:15 PM,
Frankie Ford Show,1997-04-27,Fox 8/Polaroid,4:35 PM,
Scene Boosters SAPC,1997-04-27,Parade,12:00 PM,
Avenue Steppers SAPC,1997-04-27,Parade,2:00 PM,
Twangorama,1997-04-27,WB 38 Fais Do-Do Stage,3:05 PM,
Astral Project,1997-04-27,WWOZ Jazz Tent,1:40 PM,
Houston Person,1997-04-27,WWOZ Jazz Tent,4:25 PM,
Anders Osborne,1997-05-01,Fox 8/Polaroid,3:45 PM,
Mary Carpenter,1997-05-01,WWL/Ray-Ban Stage,3:50 PM,
Blues Traveler,1997-05-01,WWL/Ray-Ban Stage,5:35 PM,
Phillip Manuel,1997-05-01,WWOZ Jazz Tent,11:15 AM,
Robert Parker,1997-05-02,Fox 8/Polaroid,12:20 PM,
Algiers Steppers SAPC,1997-05-02,Parade,4:10 PM,
Bois Sec Ardoin,1997-05-02,WB 38 Fais Do-Do Stage,2:10 PM,
Bruce Hornsby,1997-05-02,WWL/Ray-Ban Stage,3:55 PM,
Jason Marsalis,1997-05-02,WWOZ Jazz Tent,11:20 AM,
Better than Ezra,1997-05-03,Fox 8/Polaroid,5:45 PM,
Ladies of Essence SAPC,1997-05-03,Parade,1:45 PM,
The Young Brothers SAPC,1997-05-03,Parade,2:00 PM,
The Young Steppers SAPC,1997-05-03,Parade,2:00 PM,
Lil' Rascals Brass Band,1997-05-03,Parade,4:00 PM,
Danny Collet,1997-05-03,WB 38 Fais Do-Do Stage,2:55 PM,
Sharon Martin,1997-05-03,WWOZ Jazz Tent,11:15 AM,
Ritmo Caribeno,1997-05-04,Fox 8/Polaroid,11:00 AM,
Cookie Gabriel,1997-05-04,Fox 8/Polaroid,1:05 PM,
Po' Henry,1997-05-04,Music Heritage Stage,1:35 PM,
Dawn Hill,1997-05-04,Music Heritage Stage,3:45 PM,
Pinstripe Brass Band,1997-05-04,Parade,12:00 PM,
Unknown Steppers SAPC,1997-05-04,Parade,2:00 PM,
Looney Tunes Brass Band,1997-05-04,Parade,4:00 PM,
Jo Cool Davis,1997-05-04,Rhodes Gospel Tent,2:45 PM,
Donald Harrison,1997-05-04,WWOZ Jazz Tent,3:00 PM,
Michael Brecker,1997-05-04,WWOZ Jazz Tent,5:45 PM,
Jon Cleary,1997-04-25,Music Heritage Stage,2:20 PM,
Jr. Westbank Steppers SAPC,1997-04-25,Parade,2:00 PM,
Pigeon Town Steppers SAPC,1997-04-25,Parade,4:00 PM,
