Name,Date,Venue,Time,Notes
B.B. King,2001-04-27,Acura Stage,3:30 PM,
Al Green,2001-04-27,Acura Stage,5:25 PM,
Dr. John,2001-04-29,Acura Stage,3:30 PM,
Big Nine SAPC,2001-05-05,Parade,2:00 PM,
Zion,2001-05-06,Congo Square,3:15 PM,
Hot 8 Brass Band,2001-05-06,Parade,4:00 PM,
Moe,2001-05-06,Sprint PCS/LG Stage,2:30 PM,
Double Nine SAPC,2001-04-27,Parade,2:00 PM,
Cronk,2001-04-28,Lagniappe Stage,5:35 PM,
Happy House SAPC,2001-04-28,Parade,4:00 PM,
Treme Brass Band,2001-04-28,Parade,4:00 PM,
Irma Thomas,2001-04-29,Acura Stage,1:50 PM,
Chevere,2001-05-03,Congo Square,2:50 PM,
Paul Simon,2001-05-04,Acura Stage,4:40 PM,
Lady Lois,2001-05-05,Congo Square,12:40 PM,
Mystikal,2001-05-05,Congo Square,3:45 PM,
Single Men SAPC,2001-05-05,Parade,12:00 PM,
Fats Domino,2001-05-06,Acura Stage,3:20 PM,
DJ Jubilee,2001-05-06,Congo Square,1:45 PM,
Joe Blakk,2001-05-06,Congo Square,1:45 PM,
Nine Times SAPC,2001-05-06,Parade,4:00 PM,
Doug Kershaw,2001-04-27,Acura Stage,1:55 PM,
Wolf of Guinea,2001-04-27,Congo Square,3:05 PM,
Singe Men Kids SAPC,2001-04-27,Parade,2:00 PM,
funky Meters,2001-04-28,Acura Stage,3:15 PM,
Irie Dawtas,2001-04-28,Congo Square,12:55 PM,
Chante Moore,2001-04-28,Congo Square,5:45 PM,
Lady Rollers SAPC,2001-04-28,Parade,11:20 AM,
Divine Ladies SAPC,2001-04-28,Parade,2:00 PM,
Dumaine St. Gang SAPC,2001-04-28,Parade,2:00 PM,
Van Morrison,2001-04-29,Acura Stage,5:35 PM,
Olympia Aid SAPC,2001-04-29,Parade,12:00 PM,
Original Four SAPC,2001-04-29,Parade,2:00 PM,
Single Ladies SAPC,2001-04-29,Parade,2:00 PM,
Furious Five SAPC,2001-04-29,Parade,4:00 PM,
New Birth Brass Band,2001-04-29,Parade,4:00 PM,
Iris May Tango,2001-05-03,Congo Square,5:45 PM,
Soul Remedy,2001-05-04,Congo Square,12:30 PM,
Olympia Brass Band,2001-05-04,Parade,4:00 PM,
Keb' Mo',2001-05-04,Sprint PCS/LG Stage,3:55 PM,
Kevin Gordon,2001-05-05,Acura Stage,12:25 PM,
Cowboy Mouth,2001-05-05,Acura Stage,3:10 PM,
Money Wasters SAPC,2001-05-05,Parade,2:00 PM,
Trin-I-Tee 5:7,2001-05-05,Rhodes Gospel Tent,5:05 PM,
Eddie Bo,2001-05-06,Lagniappe Stage,4:10 PM,
Lady Sequence SAPC,2001-04-28,Parade,12:00 PM,
Black Men of Labor SAPC,2001-04-28,Parade,4:00 PM,
One A-Chord,2001-04-28,Rhodes Gospel Tent,2:45 PM,
Wofa of Guinea,2001-04-29,Congo Square,11:15 AM,
Popular Ladies SAPC,2001-04-29,Parade,4:00 PM,
Untouchables SAPC,2001-04-29,Parade,4:00 PM,
Bon Temps Roulez SAPC,2001-05-03,Parade,3:00 PM,
Wilson Pickett,2001-05-04,Acura Stage,2:30 PM,
Jetsetters Men SAPC,2001-05-04,Parade,2:00 PM,
New Generation SAPC,2001-05-04,Parade,4:00 PM,
Young Men II Old Men SAPC,2001-05-04,Parade,4:00 PM,
Galactic,2001-05-04,Sprint PCS/LG Stage,5:45 PM,
Mahogany Brass Band,2001-05-05,Parade,2:00 PM,
Original Seven SAPC,2001-05-05,Parade,4:00 PM,
Pinettes Brass Band,2001-05-05,Parade,4:00 PM,
Sonia Dada,2001-05-05,Sprint PCS/LG Stage,1:40 PM,
Tornado Brass Band,2001-05-06,Parade,12:00 PM,
Antonio Rogerio,2001-04-27,Congo Square,6:05 PM,
Chiko Queiroga,2001-04-27,Congo Square,6:05 PM,
Bill Solley,2001-04-27,Lagniappe Stage,2:55 PM,
Kim Prevost,2001-04-27,Lagniappe Stage,2:55 PM,
Algiers Steppers SAPC,2001-04-27,Parade,1:30 PM,
The Wallflowers,2001-04-28,Acura Stage,5:30 PM,
Max Roach,2001-04-28,BET on Jazz/WWOZ Jazz Tent,5:45 PM,
Bamboula 2000,2001-04-28,Congo Square,11:45 AM,
Calendar Girls SAPC,2001-04-28,Parade,12:50 PM,
Dumaine St. Ladies SAPC,2001-04-28,Parade,2:00 PM,
Irene Sage,2001-04-28,Sprint PCS/LG Stage,12:40 PM,
Ritmo Caribeno,2001-04-29,Acura Stage,12:25 PM,
Brian McKnight,2001-04-29,Congo Square,5:35 PM,
Derek Dabbs,2001-04-29,Lagniappe Stage,1:30 PM,
Henry Butler,2001-04-29,Lagniappe Stage,4:20 PM,
Pinstripe Brass Band,2001-04-29,Parade,12:00 PM,
Lil' Rascals Brass Band,2001-04-29,Parade,2:00 PM,
Unknown Steppers SAPC,2001-04-29,Parade,2:00 PM,
Jo Cool Davis,2001-04-29,Rhodes Gospel Tent,1:15 PM,
The Dixie Cups,2001-04-29,Sprint PCS/LG Stage,2:15 PM,
Marcia Ball,2001-04-29,Sprint PCS/LG Stage,5:30 PM,
Herman Jackson,2001-05-03,Acura Stage,12:40 PM,
Widespread Panic,2001-05-03,Acura Stage,4:05 PM,
John Rankin,2001-05-03,Lagniappe Stage,2:15 PM,
Willie Clayton,2001-05-04,Congo Square,5:55 PM,
Los Vecinos,2001-05-04,Lagniappe Stage,5:55 PM,
Marvin Sapp,2001-05-04,Rhodes Gospel Tent,5:05 PM,
Dave Matthews Band,2001-05-05,Acura Stage,5:00 PM,
Michael Ward,2001-05-05,Lagniappe Stage,3:10 PM,
Nine Times Ladies SAPC,2001-05-05,Parade,11:15 AM,
No Limit Steppers SAPC,2001-05-05,Parade,2:00 PM,
Pigeon Town Steppers,2001-05-05,Parade,4:00 PM,
Allen Toussaint,2001-05-06,Acura Stage,1:45 PM,
Poor Clares,2001-05-06,Lagniappe Stage,11:20 AM,
