Name,Date,Venue,Time,Notes
Casa Samba,2009-04-24,Parade,2:00 PM,
Kinky,2009-04-26,Acura Stage,1:50 PM,
OTRA,2009-05-02,Acura Stage,11:15 AM,
Dr. John ,2009-05-02,Acura Stage,3:10 PM,
Bon Jovi,2009-05-02,Acura Stage,5:00 PM,
J.D. Hill,2009-05-02,Blues Tent,11:15 AM,
Buddy Guy,2009-05-03,Blues Tent,5:45 PM,
Tab Benoit   ,2009-04-24,Blues Tent,5:45 PM,
Como Now,2009-04-24,Gospel Tent,12:00 PM,
Big Nine SA&PC,2009-04-24,Parade,3:00 PM,
Collage,2009-04-25,Gospel Tent,1:45 PM,
Doc Watson,2009-05-01,Blues Tent,2:45 PM,
David Egan,2009-04-24,Acura Stage,12:25 PM,
Joe Cocker,2009-04-24,Acura Stage,5:30 PM,
Spoon,2009-04-24,Gentilly Stage,5:30 PM,
Keep N It Real SA&PC,2009-04-24,Parade,4:30 PM,
Irma Thomas,2009-04-25,Acura Stage,3:35 PM,
Wilco,2009-04-25,Gentilly Stage,5:30 PM,
Jake Smith,2009-04-26,Acura Stage,11:10 AM,
Vivaz!,2009-04-26,Lagniappe Stage,6:00 PM,
VIP Ladies SA&PC,2009-04-30,Parade,2:00 PM,
Marcia Ball,2009-05-01,Acura Stage,1:50 PM,
Sugarland,2009-05-01,Acura Stage,5:30 PM,
Danza,2009-05-01,Lagniappe Stage,1:45 PM,
John Mayall,2009-05-02,Blues Tent,5:50 PM,
Neil Young,2009-05-03,Acura Stage,2:55 PM,
Kenny Neal,2009-05-03,Blues Tent,12:25 PM,
Eric Lindell,2009-05-03,Blues Tent,2:50 PM,
Family Ties SA&PC,2009-04-24,Parade,3:00 PM,
The Dixie Cups,2009-04-25,Acura Stage,12:50 PM,
James Taylor,2009-04-25,Acura Stage,5:25 PM,
Johnny Winter,2009-04-25,Blues Tent,5:55 PM,
Joe Krown,2009-04-25,Gentilly Stage,11:20 AM,
Galactic,2009-04-25,Gentilly Stage,3:35 PM,
Leah Chase,2009-04-25,WWOZ Jazz Tent,12:45 PM,
Guitar Slim Jr.,2009-04-26,Blues Tent,12:45 PM,
Jo Cool Davis,2009-04-26,Gospel Tent,11:55 AM,
Mavis Staples,2009-04-26,Gospel Tent,4:35 PM,
Schatzy,2009-04-26,Lagniappe Stage,3:25 PM,
Herlin Riley,2009-04-26,WWOZ Jazz Tent,2:35 PM,
Melody Clouds,2009-04-30,Gospel Tent,3:20 PM,
The Chilluns,2009-05-01,Acura Stage,11:20 AM,
Bonnie Raitt,2009-05-01,Acura Stage,3:30 PM,
John Boutte,2009-05-01,WWOZ Jazz Tent,2:50 PM,
