Jorge Ben Jor ;2004;label;Jorge Ben Jor (vocals,Paulo de Freitas Arnoult Jean (sax),Jose Lucrecio Joao (bass),Marco Aurelio De Santis (trumpet),Helbourn Junior Eduardo (drums),Nelson Franca Guimaraes (percussions),Lourival Cesar Faria Da Costa (keyboards),Roberto Malaguti (percussions),Gilson De Oliveir
Joss Stone ;2004;label;Joss Stone (vocals),Joseph Jonathan (drums,musical director),Peter Lannacone (bass),David Gilmore (guitar),Pabon Abel (keyboards),Doug Carter (vocals,Lockett Artia (backing vocals),Williams Antonia 
Kings of Convenience ;2004;label;Eirik Glambek Boe (piano,Erlend Oye (piano,guitar)          
KoRn ;2004;label;"Jonathan Davis (vocals,Brian Philip ""Head"" Welch (guitar),Reginald Quincy ""Fieldy"" Arvizu (bass),David Randall Sil"
Kotaro Oshio ;2004;label;Kotaro Oshio (acc
Kurt Rosenwinkel Group ;2004;label;Kurt Rosenwinkel (guitar),Larry Grenadier (bass),Ali Jackson (drums),Brad Mehldau (piano),Joshua Redman (sa
Little Dreams Band ;2004;label;Johan Dalgaard (keyboards),Nina Aguiar (vocals),Pestalozzi Alicia (vocals),Gregory German (drums),Tissa Montemouhin (vocals),Johanna Garcia (vocals),Florent Bernheim (guitar),Erik Bergstrom (vocals),William Philipp Seydoux (drums),Yarbrough Keem (guitar),Joe Frank (guitar),Priscilla Coeytaux (vocals),Joni Fuller (vocals,keyboards)       
"Louie Vega &amp; His Elements of Life ";2004;label;Little Louie Vega (turntables,musical director),Milan of Blaze Josh (vocals),Anane (vocals),Raul Midon (vocals,accoustic guitar),Perez Gene (vocals,electric bass),Quintero Luis (percussions,Gilles Peterson (),Carlos Quintero (percussions,Selan Lerner (backing vocals,Sterling Menendez Albert (keyboards),Snell Jerard (drums),Queen Amena (back
"Luciano &amp; Jah Messenjah Band Feat. Dean Frazer ";2004;label;"Luciano (vocals),Dean Fraser (drums),Mikey General (vocals),Sydney ""Congo Billy"" Watson (percussions),Mark Clark (drums),Yvonne Patrick (backing vocals),Sharon Miles (backing vocals),Rochelle Bradshaw (backing vocals),Ryan Webb (keyboards),Maurice Duncan (bass),Paul ""Scooby"" Smith (keyboards),Mitcham Chin (gui"
Luiz Melodia ;2004;label;Luiz Carlos Dos Santos (vocals,Elcio Cafaro (drums),Veras Aloisio (bass),Renato Ferreira (guitar,Rodrigo Braga (ke
Mark Ronson ;2004;label;Mark Ronson (turntables),Rhymefest (MC),Marriweather Dani
Martina Topley-Bird ;2004;label;Martina Topley-Bird (vocals,Shepperd Lance (guitar),Darvill Ben (beat box,Nicholson Claire (backing vocals),Cath Coffey (back
Matt Baker Trio ;2004;label;Matt Baker (piano),Ashley Turner (bass),Pache Adam (drums
"Me' Shell NdegeOcello &amp; The Spirit Music Sextet ";2004;label;NdegeOcello Me'shell (bass,musical director),Ron Blake (flute,baryton sax,alto sax),Olivier Lake (soprano sax,tenor sax),Peck Allmond (bass clarinet,Michel Cain (keyboards,Chris Dave (drums),Sundance Dj Jahi 
"Michael Franti &amp; Spearhead ";2004;label;Michael Franti (vocals),Mannars Itienne (drums),Roberto Quintana (percussions),Robustelli Anthony (keyboards),Shull Dave (guitar),Carl Young (bass)
Michael von der Heide ;2004;label;Michael von der Heide (vocals),Greg Galli (piano),Luca Leombruni (bass),Nico Looser (percussions),Tanja Dankner (gu
Michel Camilo Trio ;2004;label;Michel Camilo (piano),Charles Flores (bass),Horacio Hernandez
Mono ;2004;label;"Takada (drums,Takaakira ""Taka"" Goto (guitar),Yoda (guitar),Tamaki (piano,bass)            "
Mos Def ;2004;label;Mos Def (vocals),Dj Biznizz (turntables),Gilles Peterson (
Natacha Atlas ;2004;label;Natacha Atlas (vocals),Steven Leake (bass),Matharu Inder Ialsingh (vocals,Gamal Awad (keyboards),Aly Ibrahim Aly Abdel-Alim (darbuka),Simms Nicholas (drums,musical director)
Double Pact ;1998;label;"Vincz Lee (DJ),Deborah (VOC.),Yvan Jacquemet (CONCEP.MUSICAL),Fider Escro (BACK VOC.),Les""stress""luthor (andres Andrekson) (VOC.),Nega (VOC.)      "
Nega ;2004;label;Nega (MC),Gimamen (turntables),Nd (MC),Mam D (turntables
Nicola Conte ;2004;label;Nicola Conte (guitar,Fabrizio Bosso (horn,Scannapieco Daniele (tenor sax),Pietro Lussu (piano),Ciancaglini (double bass),Tucci Lorenzo (drums),Gilles Peterson (),Pierpaolo Bisogno (percussions,Cristina Zavallon
"Nina Hagen &amp; Leipzig Big Band ";2004;label;Nina Hagen (vocals),Michael von der H
Orchestra Baobab ;2004;label;Barthelemy Atisso (guitar),Mboup Assane (vocals),Ndiouga Dieng (vocals),Moussa Sidibe (vocals,Seydou Koite (sax),Mouhamed Ben Geloune (guitar),Ndiaye Charles (bass),Mamadou Koite (dr
Os Paralamas Do Succeso ;2004;label;Herbert Vianna (vocals,Bi Ribeiro (bass),Joao Fera (keyboards),Corduro Bidu (trombone),Joao Barone (drums),Lyra Eduardo (percussions),Monteiro Jr Jose 
Oumou Sangare ;2004;label;Sangare Oumou (vocals),Toure Hamane (guitar),Dante Aliou (drums),Ibraima Diakite (n'goni),Diabate Cheick Oumar (djembe),Traore Hamadou (flute),Seikou Ba (bass),Tereta Loumana (violin),Vabintou Diakite (backing vocals),Kouate Bata (back
P.M.T. ;2004;label;PX (guitar),Franckfrancois (vocals),B-Rap (drums),Ray (bass),Kasper (guitar),MF DOOM (sampler)
PJ Harvey ;2001;label;PJ Harvey (Vocal,Eric Drew Feldman (bass,Rob Ellis (drums,Tim Farthing (guitare),Margaret Fiedler (guitare,cello)           
PJ Harvey ;2004;label;PJ Harvey (vocals,Robert Ellis (vocals,Simon Archer (vocals,Josh Klinghoffer (vocals,guitar)          
PJ Harvey ;2004;label;PJ Harvey (vocals,Robert Ellis (vocals,Simon Archer (vocals,Josh Klinghoffer (vocals,guitar)          
PJ Harvey ;2004;label;PJ Harvey (vocals,Robert Ellis (vocals,Simon Archer (vocals,Josh Klinghoffer (vocals,guitar)          
Pat Metheny Trio ;2004;label;Pat Metheny (guitar),Christian McBride (bass),Antonio Sanchez (
Patti LaBelle ;2004;label;"Patti Labelle (vocals),Derrick Cummings (guitar),Kevin Randolph (keyboards),Rob Lewis (keyboards,musical director),Richie ""Gajate"" Garcia (percussions),Ethan ""Ebassman"" Farmer (bass),Frasier Brian (drums),Harrell Grady (backing vocals),Daye Alexx (backing vocals),Womack Jeffrey (b"
Phil Collins ;2004;label;Phil Collins (vocals,Gerald Albright (sax),Fornero Dan (trumpet),Velasco Arturo (trombone),Harry Kim (trumpet),Daryl Stuermer (guitar),Ronnie Caryl (guitar),Brad Cole (keyboards),Luis Conte (percussions),Leland Sklar (bass),Chester D. Thompson (drums),Arnold Rufus McCuller (backing vocals),Amy Keys (backing vocals),Van Hook Lamont (backing vocals),Lynne Fidmont-Linsey (backing vocals),Jackson-Comegys Connie (backing vocals),Cantos Bill (back
Phoenix ;2004;label;Thomas Mars (vocals),Deck D'Arcy (bass),Mazzalai Branco (guitar),Mazzalai Christian (guitar),Christophe Chassol (keyboards),Laurenz Clais (dr
"Ralph Myerz &amp; The Jack Herren Band ";2004;label;Tarjei Strom (drums),Sellevad Erlend (vocals,Thomas Lonnhem (percussions),Mads Bervem (bass,guitar)          
